newname,Unnamed: 0,0,1,2,3,4
涮都尚品新业广场店,24,涮都尚品(新业广场店),山东省,青岛市,市北区,辽阳西路100号新业广场3楼电影院旁
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
中泰,1,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
浩世,2,浩世(青岛)餐饮管理有限公司,山东省,青岛市,市南区,漳州一路与闽江二路交叉口南50米
朴大人,3,青岛朴大人餐饮管理有限公司,山东省,青岛市,城阳区,青威路49号世韩俱乐部院内
多鲜乐,4,多鲜乐(青岛)餐饮管理有限公司,山东省,青岛市,市南区,东海西路17号海信大厦1217室
恒泰,5,青岛恒泰餐饮管理公司,山东省,青岛市,市北区,嘉定路17-2号市政写字楼2层
绿禾,6,青岛绿禾餐饮管理公司,山东省,青岛市,李沧区,浏阳路2甲-8号附近
创业帮,7,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
高和,8,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
金谷,9,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
新宇,10,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
鑫丰,11,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
张宏,12,青岛张宏餐饮管理有限公司,山东省,青岛市,市北区,重庆南路264号小水清沟5号楼1单元101户
恒康,13,青岛恒康餐饮管理有限公司,山东省,青岛市,黄岛区,前湾港路402号
康信,14,青岛康信餐饮管理有限公司,山东省,青岛市,黄岛区,昆仑山路与黄海路交叉口东南100米
逸航,15,青岛逸航餐饮管理有限公司,山东省,青岛市,李沧区,夏庄路7号附近
顺康,16,青岛顺康餐饮管理有限公司,山东省,青岛市,黄岛区,千山南路东50米
千忆,17,青岛千忆餐饮管理有限公司,山东省,青岛市,市北区,保张路69号B-9号网点
美洁,18,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
万鑫,19,青岛万鑫餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台路257-1号
诚旭,20,青岛诚旭餐饮管理有限公司,山东省,青岛市,黄岛区,唐岛湾步行街2层附近
腾飞,21,青岛腾飞餐饮管理有限公司,山东省,青岛市,黄岛区,紫金山支路19号附近
优格,22,青岛优格餐饮管理有限公司,山东省,青岛市,市南区,山东路10号今日商务楼丙区216室
高铁,23,青岛高铁餐饮管理公司,山东省,青岛市,市南区,泰安路16号
未来健康,24,青岛未来健康餐饮管理有限公司,山东省,青岛市,黄岛区,临海路附近
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
永都食府,0,永都食府,山东省,青岛市,黄岛区,S7601(青岛前湾港1号疏港高速公)
润兴餐厅,0,润兴餐厅,山东省,青岛市,城阳区,东苑东路与文博东路交叉口东北50米
俊启水果店润兴餐厅店,1,俊启水果店(润兴餐厅店),山东省,青岛市,城阳区,长城路701号润兴餐厅内8号网点
润兴农家宴菜馆,2,润兴农家宴菜馆,山东省,青岛市,崂山区,前登瀛村1523号
润兴特色农家宴,3,润兴特色农家宴,山东省,青岛市,崂山区,前登瀛村1523号
润兴海鲜农家宴,4,润兴海鲜农家宴,山东省,青岛市,崂山区,专用路附近
柠檬工坊农大润兴店,5,柠檬工坊(农大润兴店),山东省,青岛市,城阳区,长城路700号农业大学润兴餐厅
胖胖麻辣香锅,6,胖胖麻辣香锅,山东省,青岛市,城阳区,长城路700号(青岛农业大学润兴餐厅)
柚见茶饮,7,柚见茶饮,山东省,青岛市,城阳区,长城路700号农业大学润兴餐厅一楼
Fairy时尚艺术沙龙农大店,8,Fairy时尚艺术沙龙(农大店),山东省,青岛市,城阳区,长城路农业大学润兴餐厅一楼东北门(一号楼对面)
海蛋蛋烤盘料理,0,海蛋蛋烤盘料理,山东省,青岛市,崂山区,同安路872-11号世纪花园沿同安路商业街X1层1户
泰西科股份,0,青岛市泰西科股份有限公司,山东省,青岛市,城阳区,松园路17号
郑庄中恒源,0,青岛郑庄中恒源餐饮,山东省,青岛市,胶州市,上海路123号
恒源菜馆,1,恒源菜馆,山东省,青岛市,即墨区,城马路西50米
东海恒源大酒店,2,东海恒源大酒店,山东省,青岛市,崂山区,崂山景区旅游专用路北50米
恒源顺快餐,3,恒源顺快餐,山东省,青岛市,市北区,萍乡路38号附近
恒源杨麻辣香锅店,4,恒源杨麻辣香锅店,山东省,青岛市,城阳区,长城路700号(青岛农业大学内)
仰口人家农家宴,5,仰口人家农家宴,山东省,青岛市,崂山区,王哥庄街道崂山旅游大道2号
亚惠美食山东路家乐福店,0,亚惠美食(山东路家乐福店),山东省,青岛市,市北区,敦化路街道山东路128号家乐福南门一楼
亚惠美食公园家佳源,1,亚惠美食公园(家佳源),山东省,青岛市,黄岛区,长江中路308号家佳源F3层
亚惠美食玛特,2,亚惠·美食玛特,山东省,青岛市,市南区,香港中路72号永旺购物中心2楼亚惠美食广场(近远洋广场)
亚惠美食玛特,3,亚惠·美食玛特,山东省,青岛市,市北区,"合肥路与劲松三路交叉口,永旺超市2楼亚惠美食广场内"
亚惠美食公园水果捞,4,亚惠美食公园水果捞,山东省,青岛市,黄岛区,长江中路家佳源3楼亚惠美食广场
亚惠美食公园凯德MALL,5,亚惠·美食公园(凯德MALL),山东省,青岛市,市北区,黑龙江南路18号凯德MALLB2层
小吃街永旺亚惠美食城,6,小吃街(永旺亚惠美食城),山东省,青岛市,市北区,合肥路672号永旺广场第2层
亚惠厨房香港中路店,7,亚惠厨房(香港中路店),山东省,青岛市,市南区,香港中路72号佳世客二楼亚惠美食城(近远洋广场)
亚慧美食广场香港中路永旺店,8,亚慧美食广场(香港中路永旺店),山东省,青岛市,市南区,香港中路72号第二层t248、t250-1区
姬宗府牛肉面亚惠家佳源店,9,姬宗府牛肉面(亚惠家佳源店),山东省,青岛市,黄岛区,长江中路308号三楼
明乐果汁吧亚惠凯德店,10,明乐果汁吧(亚惠凯德店),山东省,青岛市,市北区,黑龙江南路1618号B2层0506号
金亚惠前田公寓家常菜馆,11,金亚惠前田公寓家常菜馆,山东省,青岛市,城阳区,前田工业园崇阳路与青龙高速交叉路口西200米路北
新尚虾仁馄饨香港中路永旺店,12,新尚虾仁馄饨(香港中路永旺店),山东省,青岛市,市南区,香港中路72号永旺东部购物中心2层
喜多客煎饼店永旺购物广场店,13,喜多客煎饼店(永旺购物广场店),山东省,青岛市,市北区,合肥路672号永旺购物广场2层
秦乡凉皮凉面东部永旺亚惠店,14,秦乡凉皮凉面(东部永旺亚惠店),山东省,青岛市,市南区,香港中路佳世客2层亚惠美食玛特环岛(近远洋广场青岛银行)
新尚虾仁馄饨永旺购物广场店,15,新尚虾仁馄饨(永旺购物广场店),山东省,青岛市,市北区,合肥路672号永旺购物中心2楼亚惠美食广场内(近劲松三路路口)
秦乡凉皮凉面永旺合肥路店,16,秦乡凉皮凉面(永旺合肥路店),山东省,青岛市,市北区,合肥路与劲松三路交叉口永旺超市二楼亚惠美食广场内
东川麻辣香锅永旺购物广场店,17,东川麻辣香锅(永旺购物广场店),山东省,青岛市,市北区,合肥路672号永旺购物中心2楼亚惠美食广场内(近劲松三路路口)
秦晋面馆永旺购物广场店,18,秦晋面馆(永旺购物广场店),山东省,青岛市,市北区,672号永旺商场2楼亚惠美食玛特
明乐水果捞香港中路店,19,明乐水果捞(香港中路店),山东省,青岛市,市南区,香港中路72号永旺佳世客东部购物中心2楼亚惠美食广场
客串烤吧家佳源店,20,客串烤吧(家佳源店),山东省,青岛市,黄岛区,长江中路308号家佳源3层亚惠美食公园
罗记糖葫芦永旺店,21,罗记糖葫芦(永旺店),山东省,青岛市,市北区,永旺二楼亚惠美食广场入口处(合肥路店)
张记过桥米线,22,张记过桥米线,山东省,青岛市,黄岛区,长江中路308家佳源3搂亚惠美食公园
湾仔水饺,23,湾仔水饺,山东省,青岛市,市南区,香港中路永旺佳世客二楼亚惠美食广场
A虾先森虾滑,24,A虾先森虾滑,山东省,青岛市,市北区,黑龙江南路18号凯德购物广场负二层(凯德负二层亚惠美食广场)
蓉城蜀香毛肚火锅,0,蓉城蜀香毛肚火锅,山东省,青岛市,即墨区,新城二路与西苑路交叉口东南50米
万兴源排骨米饭,0,万兴源排骨米饭,山东省,青岛市,崂山区,崂山景区旅游专用路崂山书法院斜对面
万兴源排骨米饭院后店,1,万兴源排骨米饭(院后店),山东省,青岛市,城阳区,王沙路1447号
万兴源排骨米饭西葛店,2,万兴源排骨米饭(西葛店),山东省,青岛市,城阳区,212省道北50米
万兴源排骨米饭南村店,3,万兴源排骨米饭(南村店),山东省,青岛市,平度市,南村镇人民路9号后斜子村(与海信大道交叉口南200米路东)
万兴源排骨米饭过桥米线鳌山卫店,4,万兴源排骨米饭过桥米线(鳌山卫店),山东省,青岛市,即墨区,鳌山卫街道办事处泰安街24号乙户(山东大学)
道祥鹤素食养生汇馆城阳区店,0,道祥鹤素食养生汇馆(城阳区店),山东省,青岛市,城阳区,"204国道林溪美地88-5号(正阳路大转盘往北1500米路西)近雅轩装饰城,莱阳农学院西宿舍区,城"
汇鲜坊秘制养生罐鑫江东方城店,1,汇鲜坊秘制养生罐(鑫江东方城店),山东省,青岛市,城阳区,黑龙江中路2111号东方城购物中心5楼5036商铺
福海汇,2,福海汇,山东省,青岛市,崂山区,九水东路中崂村东300米(一级棒幼儿园旁)
汇海丰锅贴,3,汇海丰锅贴,山东省,青岛市,城阳区,华城路213号(国货东门对面)
即墨印象,4,即墨印象,山东省,青岛市,即墨区,长江一路517号
福乐甜品,5,福乐甜品,山东省,青岛市,城阳区,棘洪滩街道岙东北路672号
海蛋蛋烤盘料理,0,海蛋蛋烤盘料理,山东省,青岛市,崂山区,同安路872-11号世纪花园沿同安路商业街X1层1户
金瑞祥农家宴,0,青岛金瑞祥农家宴,山东省,青岛市,崂山区,崂山景区旅游专用路北150米
金瑞祥蛋糕店长江东路店,1,金瑞祥蛋糕店(长江东路店),山东省,青岛市,黄岛区,长江东路504号楼附近
天天阳光,0,青岛天天阳光餐饮管理有限公司,山东省,青岛市,崂山区,中韩株洲路122号
高和,1,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
中惠空调工程,2,青岛中惠空调工程有限公司,山东省,青岛市,市南区,江西路96号3单元802号
中惠机械租赁,3,青岛中惠机械租赁有限公司,山东省,青岛市,李沧区,湘潭路街道重庆中路947号院内大门
梅诺尼酒店,4,青岛梅诺尼酒店管理有限公司,山东省,青岛市,黄岛区,武夷山路550号(开发区第一人民医院斜对面)
金中惠办公设备,5,青岛金中惠办公设备有限公司,山东省,青岛市,市北区,青城路32c
中惠禾雨工贸,6,青岛中惠禾雨工贸有限公司,山东省,青岛市,即墨区,城七路与顺达路交叉口东北50米
中惠凯元地热,7,青岛中惠凯元地热有限公司,山东省,青岛市,即墨区,华山一路273号
中惠广告,8,中惠广告,山东省,青岛市,崂山区,汉河社区九水东路628号
中惠机械租赁西门,9,青岛中惠机械租赁有限公司(西门),山东省,青岛市,李沧区,重庆中路947号
中惠凯元地热东门,10,青岛中惠凯元地热有限公司(东门),山东省,青岛市,即墨区,黄河二路218号附近
中奥伟业工贸,11,青岛中奥伟业工贸有限公司,山东省,青岛市,崂山区,仙霞岭路1号中惠商住楼B座603室
奥盛林商务,12,青岛奥盛林商务有限公司,山东省,青岛市,崂山区,仙霞岭路1号甲中惠商住楼A座1101
唯藤家具,13,青岛唯藤家具有限公司,山东省,青岛市,崂山区,洋河镇仙霞岭路1号甲中惠商住楼
浩润商标织造,14,青岛浩润商标织造有限公司,山东省,青岛市,即墨区,中惠景园对面
智尚阳光,15,智尚阳光餐饮,山东省,青岛市,崂山区,同安路与燕岭路交叉口南50米
山东正中计算机网络技术咨询,16,山东正中计算机网络技术咨询有限公司青岛分公司,山东省,青岛市,崂山区,仙霞岭路1号甲中惠商住B座1201
晟元德轻工业品,17,青岛晟元德轻工业品有限公司,山东省,青岛市,崂山区,仙霞岭路1号中惠商住楼A901
荣华建设集团,18,荣华建设集团有限公司,山东省,青岛市,即墨区,泰山一路中惠景园西门
兴源染织,19,青岛兴源染织,山东省,青岛市,即墨区,长江二路129号中惠丽园对面
景观市政建筑设计,20,青岛景观市政建筑设计公司,山东省,青岛市,崂山区,海尔路南段中惠雅园1号楼3层
阳光餐厅,21,阳光餐厅,山东省,青岛市,城阳区,正阳西路北150米附近
中惠广告,22,中惠广告,山东省,青岛市,李沧区,滨河路1093号
中惠,23,中惠,山东省,青岛市,市北区,拜泉路87-7
中僡物流肥城路,24,青岛中僡物流有限公司(肥城路),山东省,青岛市,市南区,中山路70号
九龙泉大酒店自助餐厅,0,九龙泉大酒店-自助餐厅,山东省,青岛市,李沧区,书院路198号
蓝宝石大厅,1,蓝宝石大厅,山东省,青岛市,李沧区,滨河路(李村派出所旁)
人合顺美食书院路店,2,人合顺美食(书院路店),山东省,青岛市,李沧区,书院路199号(九龙泉大酒店对面)
红磨坊豆腐脑即墨店,0,红磨坊豆腐脑(即墨店),山东省,青岛市,即墨区,宝龙新天地12号-15
德利滋,0,青岛德利滋餐饮管理有限公司,山东省,青岛市,黄岛区,黄河西路512-10号(骨伤医院西100米)
安帮,0,青岛安帮餐饮管理有限公司,山东省,青岛市,城阳区,夏庄街道景安路中端
美洁,1,青岛美洁餐饮管理有限公司,山东省,青岛市,黄岛区,琅琊台南路鲁宝精密工业有限公司向东30米
浩世,2,浩世(青岛)餐饮管理有限公司,山东省,青岛市,市南区,漳州一路与闽江二路交叉口南50米
多鲜乐,3,多鲜乐(青岛)餐饮管理有限公司,山东省,青岛市,市南区,东海西路17号海信大厦1217室
中泰,4,青岛中泰餐饮管理有限公司,山东省,青岛市,黄岛区,临港路1718号附近
湾仔尚品,5,青岛湾仔尚品餐饮管理有限责任公司,山东省,青岛市,城阳区,兴阳路与安顺北路交叉口东南100米
高和,6,青岛高和餐饮管理有限公司,山东省,青岛市,平度市,阳光大道北50米
金谷,7,青岛金谷餐饮管理有限公司,山东省,青岛市,平度市,杭州路11-1号附近
创业帮,8,青岛创业帮餐饮管理有限公司,山东省,青岛市,城阳区,瑞阳路东50米
新宇,9,青岛新宇餐饮管理有限公司,山东省,青岛市,胶州市,爱民街与珠州路交叉口东50米
鑫丰,10,青岛鑫丰餐饮管理有限公司,山东省,青岛市,黄岛区,中心大街与福余街交叉口东50米
